id|Station|Latitude|Longitude|phi|dt|refID|Phase|pmax|pmin|dtmax|dtmin|remark
5827|HAD|17.22|55.19|28.0|0.575|195||4.0|4.0|0.0625|0.0625|4 individual splitting measurements
5828|HAY|17.18|53.34|328.0|0.775|195||2.35|2.35|0.0375|0.0375|9 individual splitting measurements
5829|MDY|17.46|53.36|325.0|0.5|195||3.75|3.75|0.0125|0.0125|6 individual splitting measurements
5830|NNM|17.36|54.25|21.0|0.375|195||4.0|4.0|0.05|0.05|7 individual splitting measurements
5831|RAH|17.06|53.81|292.0|0.875|195||2.25|2.25|0.1063|0.1063|3 individual splitting measurements
5832|SAH|17.11|54.68|34.0|0.325|195||17.5|17.5|0.1188|0.1188|4 individual splitting measurements
5833|SOO|17.08|54.88|62.0|0.4|195||9.0|9.0|0.0375|0.0375|6 individual splitting measurements
5834|TQH|17.06|54.43|46.0|0.15|195||15.2|15.2|0.0375|0.0375|4 individual splitting measurements
5835|S01|17.03|54.11|284.0|0.925|195||0.92|0.92|0.0688|0.0688|3 individual splitting measurements
5836|S02|17.13|54.0|296.0|0.475|195||3.5|3.5|0.1188|0.1188|7 individual splitting measurements
5837|S03|17.25|54.08|86.0|0.75|195||4.0|4.0|0.0938|0.0938|5 individual splitting measurements
5838|S04|17.44|54.04|49.0|0.5|195||6.26|6.26|0.075|0.075|6 individual splitting measurements
5839|S04|17.44|54.04|333.0|0.625|195||15.7|15.7|0.2188|0.2188|1 individual splitting measurement
5840|S05|17.35|53.97|15.0|1.05|195||1.25|1.25|0.0113|0.0113|2 individual splitting measurements
5841|S06|17.62|54.05|333.0|0.65|195||4.75|4.75|0.0313|0.0313|1 individual splitting measurement
5842|S09|16.99|54.7|26.0|0.75|195||2.0|2.0|0.0813|0.0813|8 individual splitting measurements
5843|S10|17.5|54.2|308.0|0.825|195||3.5|3.5|0.1688|0.1688|4 individual splitting measurements
5844|S11|16.82|53.47|335.0|0.6|195||6.26|6.26|0.0525|0.0525|8 individual splitting measurements
8757|AFSR|39.447|33.071|39.0|1.1|216||10.0|10.0|0.2|0.2|mean splitting calculated from 39 individual splitting measurements, 20 being of good or fair quality
8760|ALT|39.0552|30.1103|23.0|1.3|216||18.0|18.0|0.5|0.5|mean splitting calculated from 65 individual splitting measurements, 24 being of good or fair quality
8761|ANTB|36.8998|30.6538|330.0|1.5|216||11.0|11.0|0.4|0.4|mean splitting calculated from 70 individual splitting measurements, 20 being of good or fair quality
8762|ANTO|39.8689|32.7936|45.0|1.1|216||14.0|14.0|0.2|0.2|mean splitting calculated from 33 individual splitting measurements, 15 being of good or fair quality
8768|BAYT|40.3935|40.141|54.0|1.4|216||9.0|9.0|0.4|0.4|mean splitting calculated from 28 individual splitting measurements, 17 being of good or fair quality
8769|BCA|41.445|41.6223|44.0|1.7|216||11.0|11.0|0.3|0.3|mean splitting calculated from 33 individual splitting measurements, 11 being of good or fair quality
8770|BEL|37.9708|31.2642|27.0|1.0|216||20.0|20.0|0.3|0.3|mean splitting calculated from 80 individual splitting measurements, 25 being of good or fair quality
8772|BNGB|38.852|35.847|46.0|1.1|216||10.0|10.0|0.4|0.4|mean splitting calculated from 23 individual splitting measurements, 9 being of good or fair quality
8773|BNN|38.8522|35.8472|40.0|1.5|216||14.0|14.0|0.6|0.6|mean splitting calculated from 40 individual splitting measurements, 7 being of good or fair quality
8775|CANT|40.6062|33.6197|32.0|1.1|216||12.0|12.0|0.4|0.4|mean splitting calculated from 67 individual splitting measurements, 27 being of good or fair quality
8777|CEYT|37.0107|35.7478|18.0|1.6|216||14.0|14.0|0.4|0.4|mean splitting calculated from 47 individual splitting measurements, 10 being of good or fair quality
8779|CORM|40.1785|34.6302|50.0|1.0|216||17.0|17.0|0.4|0.4|mean splitting calculated from 69 individual splitting measurements, 28 being of good or fair quality
8781|CSS|34.9611|33.331|35.0|1.4|216||17.0|17.0|0.7|0.7|mean splitting calculated from 106 individual splitting measurements, 34 being of good or fair quality
8784|DARE|38.5712|37.4832|16.0|1.5|216||20.0|20.0|0.7|0.7|mean splitting calculated from 30 individual splitting measurements, 6 being of good or fair quality
8786|DIGO|40.4088|43.3712|43.0|1.2|216||10.0|10.0|0.2|0.2|mean splitting calculated from 6 individual splitting measurements, 4 being of good or fair quality
8787|DYBB|37.9537|40.1393|30.0|1.3|216||14.0|14.0|0.3|0.3|mean splitting calculated from 34 individual splitting measurements, 21 being of good or fair quality
8792|ERBA|40.6813|36.7547|61.0|1.4|216||7.0|7.0|0.2|0.2|mean splitting calculated from 8 individual splitting measurements, 4 being of good or fair quality
8793|EREN|35.5292|34.1742|31.0|1.0|216||24.0|24.0|0.6|0.6|mean splitting calculated from 135 individual splitting measurements, 29 being of good or fair quality
8795|ERMK|36.6417|32.9128|45.0|1.3|216||18.0|18.0|0.4|0.4|mean splitting calculated from 22 individual splitting measurements, 7 being of good or fair quality
8796|ERZN|39.587|39.722|54.0|1.2|216||8.0|8.0|0.3|0.3|mean splitting calculated from 21 individual splitting measurements, 14 being of good or fair quality
8801|GAZ|37.1722|37.2113|20.0|1.2|216||14.0|14.0|0.5|0.5|mean splitting calculated from 47 individual splitting measurements, 14 being of good or fair quality
8804|GULT|40.4322|30.5153|29.0|1.1|216||18.0|18.0|0.4|0.4|mean splitting calculated from 111 individual splitting measurements, 53 being of good or fair quality
8805|HRFI|30.0363|35.037|12.0|1.2|216||16.0|16.0|0.4|0.4|mean splitting calculated from 13 individual splitting measurements, 7 being of good or fair quality
8806|IKL|36.2387|33.6852|23.0|1.0|216||27.0|27.0|0.3|0.3|mean splitting calculated from 104 individual splitting measurements, 22 being of good or fair quality
8808|ISP|37.8227|30.5222|359.0|1.3|216||26.0|26.0|0.5|0.5|mean splitting calculated from 97 individual splitting measurements, 24 being of good or fair quality
8809|KARA|37.2607|35.0547|31.0|1.1|216||16.0|16.0|0.4|0.4|mean splitting calculated from 61 individual splitting measurements, 12 being of good or fair quality
8810|KARS|40.6152|43.0937|58.0|1.4|216||18.0|18.0|0.6|0.6|mean splitting calculated from 31 individual splitting measurements, 4 being of good or fair quality
8814|KELT|40.1495|39.2557|59.0|1.1|216||16.0|16.0|0.4|0.4|mean splitting calculated from 10 individual splitting measurements, 6 being of good or fair quality
8815|KIV|43.9553|42.6863|35.0|1.0|216||24.0|24.0|0.4|0.4|mean splitting calculated from 16 individual splitting measurements, 5 being of good or fair quality
8816|KMRS|37.5053|36.9|13.0|2.2|216||7.0|7.0|0.5|0.5|mean splitting calculated from 55 individual splitting measurements, 5 being of good or fair quality
8817|KONT|37.9453|32.3605|20.0|1.1|216||23.0|23.0|0.6|0.6|mean splitting calculated from 78 individual splitting measurements, 28 being of good or fair quality
8818|KOZT|37.4805|35.8268|17.0|1.1|216||24.0|24.0|0.6|0.6|mean splitting calculated from 47 individual splitting measurements, 7 being of good or fair quality
8820|KRTS|36.5732|35.375|18.0|1.3|216||17.0|17.0|0.6|0.6|mean splitting calculated from 18 individual splitting measurements, 7 being of good or fair quality
8821|KTUT|40.987|39.7667|56.0|1.4|216||13.0|13.0|0.6|0.6|mean splitting calculated from 27 individual splitting measurements, 17 being of good or fair quality
8823|KVT|41.0807|36.0463|45.0|0.6|216||18.0|18.0|0.4|0.4|mean splitting calculated from 51 individual splitting measurements, 11 being of good or fair quality
8824|KZIT|30.9063|34.3972|0.0|1.3|216||16.0|16.0|0.4|0.4|mean splitting calculated from 18 individual splitting measurements, 8 being of good or fair quality
8825|LADK|38.2|32.3648|34.0|1.2|216||17.0|17.0|0.5|0.5|mean splitting calculated from 33 individual splitting measurements, 11 being of good or fair quality
8828|LOD|39.8893|32.764|41.0|1.1|216||13.0|13.0|0.3|0.3|mean splitting calculated from 83 individual splitting measurements, 41 being of good or fair quality
8830|MALT|38.3134|38.4273|23.0|1.1|216||16.0|16.0|0.4|0.4|mean splitting calculated from 51 individual splitting measurements, 13 being of good or fair quality
8831|MAN|36.7817|31.7247|338.0|0.8|216||24.0|24.0|0.6|0.6|mean splitting calculated from 55 individual splitting measurements, 6 being of good or fair quality
8833|MAZI|37.4603|40.4467|42.0|1.1|216||16.0|16.0|0.4|0.4|mean splitting calculated from 7 individual splitting measurements, 6 being of good or fair quality
8835|MDU|40.4653|31.2145|34.0|1.6|216||11.0|11.0|0.3|0.3|mean splitting calculated from 21 individual splitting measurements, 11 being of good or fair quality
8836|MERS|36.8677|35.8268|37.0|0.8|216||20.0|20.0|0.3|0.3|mean splitting calculated from 62 individual splitting measurements, 8 being of good or fair quality
8840|MMLI|32.4378|35.4217|6.0|1.8|216||6.0|6.0|0.6|0.6|mean splitting calculated from 14 individual splitting measurements, 4 being of good or fair quality
8845|PZAR|41.178|40.8988|27.0|1.6|216||15.0|15.0|0.4|0.4|mean splitting calculated from 13 individual splitting measurements, 4 being of good or fair quality
8848|SARI|38.4072|36.4182|53.0|0.7|216||11.0|11.0|0.1|0.1|mean splitting calculated from 19 individual splitting measurements, 6 being of good or fair quality
8849|SENK|40.5615|42.3507|42.0|2.0|216||8.0|8.0|0.4|0.4|mean splitting calculated from 15 individual splitting measurements, 10 being of good or fair quality
8850|SHUT|38.553|30.551|13.0|1.8|216||11.0|11.0|0.6|0.6|mean splitting calculated from 73 individual splitting measurements, 37 being of good or fair quality
8854|SPNC|40.686|30.308|34.0|1.0|216||11.0|11.0|0.3|0.3|mean splitting calculated from 31 individual splitting measurements, 16 being of good or fair quality
8855|SVRC|38.3775|39.306|43.0|1.4|216||8.0|8.0|0.3|0.3|mean splitting calculated from 21 individual splitting measurements, 5 being of good or fair quality
8856|SVRH|39.4469|31.523|30.0|1.0|216||15.0|15.0|0.5|0.5|mean splitting calculated from 50 individual splitting measurements, 17 being of good or fair quality
8857|SVSK|39.917|36.998|31.0|0.9|216||10.0|10.0|0.2|0.2|mean splitting calculated from 57 individual splitting measurements, 22 being of good or fair quality
8864|URFA|37.441|38.8213|22.0|1.3|216||18.0|18.0|0.5|0.5|mean splitting calculated from 76 individual splitting measurements, 26 being of good or fair quality
8865|YAYL|36.0343|36.107|35.0|1.3|216||27.0|27.0|0.4|0.4|mean splitting calculated from 15 individual splitting measurements, 4 being of good or fair quality
8868|AHLR|40.8867|32.7735|31.0|1.7|216||11.0|11.0|0.5|0.5|mean splitting calculated from 7 individual splitting measurements, 2 being of good or fair quality
8869|ALTB|28.74|41.09|43.0|1.1|216||5.0|5.0|0.4|0.4|mean splitting calculated from 5 individual splitting measurements, 3 being of good or fair quality
8872|BCK|37.461|30.5877|326.0|1.8|216||28.0|28.0|0.4|0.4|mean splitting calculated from 24 individual splitting measurements, 5 being of good or fair quality
8874|BLKV|40.8613|32.7517|25.0|2.1|216||9.0|9.0|0.2|0.2|mean splitting calculated from 2 individual splitting measurements, 1 being of good or fair quality
8876|BOLV|38.7138|30.9502|43.0|1.8|216||12.0|12.0|0.4|0.4|mean splitting calculated from 14 individual splitting measurements, 3 being of good or fair quality
8879|BYDR|40.8237|32.7738|67.0|1.6|216||13.0|13.0|0.9|0.9|mean splitting calculated from 3 individual splitting measurements, 3 being of good or fair quality
8880|BZK|41.96|34.0035|39.0|1.3|216||9.0|9.0|0.5|0.5|mean splitting calculated from 44 individual splitting measurements, 1 being of good or fair quality
8882|CDAG|39.6237|34.3718|67.0|1.0|216||11.0|11.0|0.0|0.0|mean splitting calculated from 6 individual splitting measurements, 2 being of good or fair quality
8884|CHBY|38.5823|32.8902|32.0|1.2|216||20.0|20.0|0.3|0.3|mean splitting calculated from 7 individual splitting measurements, 3 being of good or fair quality
8885|CLDR|39.144|43.9172|31.0|0.9|216||35.0|35.0|0.3|0.3|mean splitting calculated from 28 individual splitting measurements, 8 being of good or fair quality
8887|CMLK|40.965|32.7937|65.0|2.3|216||4.0|4.0|0.6|0.6|mean splitting calculated from 5 individual splitting measurements, 2 being of good or fair quality
8891|CUKT|37.2473|43.6077|71.0|0.9|216||18.0|18.0|0.5|0.5|mean splitting calculated from 29 individual splitting measurements, 2 being of good or fair quality
8892|DIKM|41.6497|35.2578|21.0|0.8|216||29.0|29.0|0.2|0.2|mean splitting calculated from 34 individual splitting measurements, 1 being of good or fair quality
8893|E08|39.8969|30.4047|58.0|1.2|216||11.0|11.0|0.6|0.6|mean splitting calculated from 7 individual splitting measurements, 3 being of good or fair quality
8894|E13|38.3603|30.7144|37.0|1.6|216||20.0|20.0|0.5|0.5|mean splitting calculated from 3 individual splitting measurements, 3 being of good or fair quality
8895|E17|37.3208|30.7133|338.0|1.7|216||10.0|10.0|1.1|1.1|mean splitting calculated from 8 individual splitting measurements, 3 being of good or fair quality
8896|E18|37.1631|30.6811|301.0|0.9|216||4.0|4.0|0.0|0.0|mean splitting calculated from 5 individual splitting measurements, 2 being of good or fair quality
8897|E23|36.3669|30.43|330.0|1.2|216||12.0|12.0|0.5|0.5|mean splitting calculated from 8 individual splitting measurements, 3 being of good or fair quality
8898|EPOS|41.5035|42.7279|42.0|0.8|216||||0.0|0.0|mean splitting calculated from 3 individual splitting measurements, 1 being of good or fair quality
8899|ESPY|40.9167|38.7273|12.0|1.1|216||17.0|17.0|0.6|0.6|mean splitting calculated from 7 individual splitting measurements, 3 being of good or fair quality
8902|GEVA|38.3122|43.0587|54.0|1.0|216||1.0|1.0|0.0|0.0|mean splitting calculated from 2 individual splitting measurements, 2 being of good or fair quality
8904|GNI|40.1495|44.7413|76.0|1.1|216||21.0|21.0|0.2|0.2|mean splitting calculated from 18 individual splitting measurements, 1 being of good or fair quality
8906|GURO|38.5509|42.0322|43.0|1.1|216||8.0|8.0|0.1|0.1|mean splitting calculated from 8 individual splitting measurements, 1 being of good or fair quality
8909|HAKT|37.5578|43.7072|65.0|1.9|216||6.0|6.0|0.4|0.4|mean splitting calculated from 5 individual splitting measurements, 3 being of good or fair quality
8910|HDMB|36.964|32.486|48.0|1.0|216||30.0|30.0|0.5|0.5|mean splitting calculated from 65 individual splitting measurements, 3 being of good or fair quality
8915|ILGA|41.0522|33.7165|52.0|1.6|216||8.0|8.0|0.3|0.3|mean splitting calculated from 8 individual splitting measurements, 3 being of good or fair quality
8916|ILIC|39.452|38.568|47.0|1.2|216||9.0|9.0|0.2|0.2|mean splitting calculated from 11 individual splitting measurements, 2 being of good or fair quality
8917|INL|36.1289|32.5501|32.0|0.9|216||29.0|29.0|0.4|0.4|mean splitting calculated from 77 individual splitting measurements, 27 being of good or fair quality
8919|KAMT|39.3692|33.7127|69.0|1.5|216||2.0|2.0|0.3|0.3|mean splitting calculated from 7 individual splitting measurements, 1 being of good or fair quality
8921|KDZE|41.3132|31.443|28.0|1.6|216||28.0|28.0|0.5|0.5|mean splitting calculated from 22 individual splitting measurements, 12 being of good or fair quality
8922|KEMA|39.2688|38.4932|15.0|2.2|216||7.0|7.0|0.1|0.1|mean splitting calculated from 11 individual splitting measurements, 3 being of good or fair quality
8924|KIZT|38.88|31.88|23.0|1.3|216||5.0|5.0|0.2|0.2|mean splitting calculated from 7 individual splitting measurements, 2 being of good or fair quality
8927|KRNZ|40.9093|32.7847|54.0|2.3|216||7.0|7.0|0.4|0.4|mean splitting calculated from 4 individual splitting measurements, 2 being of good or fair quality
8928|KSDI|33.192|35.659|9.0|1.5|216||||0.2|0.2|mean splitting calculated from 5 individual splitting measurements, 3 being of good or fair quality
8929|KURC|41.8456|32.743|48.0|1.1|216||8.0|8.0|0.6|0.6|mean splitting calculated from 4 individual splitting measurements, 2 being of good or fair quality
8931|LEF|35.1118|32.8433|19.0|1.6|216||31.0|31.0|1.1|1.1|mean splitting calculated from 103 individual splitting measurements, 13 being of good or fair quality
8932|LFK|35.2832|33.5337|355.0|1.2|216||43.0|43.0|0.5|0.5|mean splitting calculated from 54 individual splitting measurements, 9 being of good or fair quality
8938|PASA|40.8693|32.624|48.0|2.2|216||15.0|15.0|0.6|0.6|mean splitting calculated from 5 individual splitting measurements, 3 being of good or fair quality
8940|PTK|38.8923|39.3923|32.0|1.8|216||15.0|15.0|0.6|0.6|mean splitting calculated from 20 individual splitting measurements, 2 being of good or fair quality
8941|RSDY|40.3972|37.3273|55.0|2.1|216||24.0|24.0|0.9|0.9|mean splitting calculated from 26 individual splitting measurements, 1 being of good or fair quality
8943|SAUV|40.7402|30.3272|35.0|2.1|216||30.0|30.0|0.7|0.7|mean splitting calculated from 9 individual splitting measurements, 1 being of good or fair quality
8945|SEMD|37.3473|44.5208|277.0|0.8|216||||0.0|0.0|mean splitting calculated from 2 individual splitting measurements, 1 being of good or fair quality
8946|SERE|38.9463|33.564|34.0|1.8|216||11.0|11.0|0.6|0.6|mean splitting calculated from 9 individual splitting measurements, 3 being of good or fair quality
8947|SIRT|37.501|42.4392|39.0|1.3|216||22.0|22.0|0.6|0.6|mean splitting calculated from 7 individual splitting measurements, 2 being of good or fair quality
8951|SULT|38.1988|33.5157|25.0|1.0|216||30.0|30.0|0.5|0.5|mean splitting calculated from 49 individual splitting measurements, 6 being of good or fair quality
8952|SUTC|37.4755|30.9975|322.0|1.5|216||15.0|15.0|0.8|0.8|mean splitting calculated from 16 individual splitting measurements, 9 being of good or fair quality
8953|SVAN|38.1512|41.1985|49.0|1.1|216||22.0|22.0|0.6|0.6|mean splitting calculated from 15 individual splitting measurements, 2 being of good or fair quality
8954|TAHT|36.376|36.185|35.0|0.7|216||16.0|16.0|0.1|0.1|mean splitting calculated from 5 individual splitting measurements, 1 being of good or fair quality
8956|TKMK|40.9298|32.773|53.0|2.2|216||9.0|9.0|0.9|0.9|mean splitting calculated from 7 individual splitting measurements, 5 being of good or fair quality
8957|TOKT|40.3203|36.5448|66.0|1.3|216||9.0|9.0|0.3|0.3|mean splitting calculated from 15 individual splitting measurements, 1 being of good or fair quality
8960|VANB|38.595|43.3888|49.0|1.0|216||33.0|33.0|0.4|0.4|mean splitting calculated from 32 individual splitting measurements, 10 being of good or fair quality
8962|VRTB|39.16|41.456|34.0|1.8|216||42.0|42.0|0.6|0.6|mean splitting calculated from 15 individual splitting measurements, 9 being of good or fair quality
8970|YESY|37.78|33.74|48.0|2.5|216||5.0|5.0|0.1|0.1|mean splitting calculated from 5 individual splitting measurements, 1 being of good or fair quality
8972|BGIO|31.722|35.092|359.0|1.15|217|SKSdf|4.0|4.0|0.1|0.1|fair individual splitting measurement
8973|BGIO|31.722|35.092|1.0|1.82|217|SKSac|5.0|5.0|0.3|0.3|fair individual splitting measurement
8974|BGIO|31.722|35.092|319.0|0.46|217|SKKSac|10.0|10.0|0.25|0.25|fair individual splitting measurement
8975|BGIO|31.722|35.092|1.0|1.7|217|SKSac|4.0|4.0|0.11|0.11|good individual splitting measurement
8976|BGIO|31.722|35.092|354.0|0.81|217|SKSac|10.0|10.0|0.24|0.24|good individual splitting measurement
8977|EIL|29.6712|34.952|9.0|1.9|217|SKSac|5.0|5.0|0.24|0.24|fair individual splitting measurement
8978|EIL|29.6712|34.952|352.0|0.55|217|SKSac|16.0|16.0|0.25|0.25|fair individual splitting measurement
8979|EIL|29.6712|34.952|356.0|0.75|217|SKSac|12.0|12.0|0.25|0.25|fair individual splitting measurement
8980|EIL|29.6712|34.952|358.0|0.65|217|SKSac|12.0|12.0|0.25|0.25|good individual splitting measurement
8981|EIL|29.6712|34.952|3.0|1.41|217|SKSac|4.0|4.0|0.24|0.24|good individual splitting measurement
8982|EIL|29.6712|34.952|5.0|0.96|217|SKSac|5.0|5.0|0.26|0.26|good individual splitting measurement
8983|EIL|29.6712|34.952|355.0|0.75|217|SKSac|12.0|12.0|0.18|0.18|good individual splitting measurement
8984|EIL|29.6712|34.952|345.0|0.45|217|SKSac|5.0|5.0|0.24|0.24|good individual splitting measurement
8985|EIL|29.6712|34.952|359.0|0.81|217|SKSac|4.0|4.0|0.24|0.24|good individual splitting measurement
8986|EIL|29.6712|34.952|333.0|0.71|217|SKKSac|5.0|5.0|0.24|0.24|good individual splitting measurement
8987|EIL|29.6712|34.952|10.0|1.45|217|SKSac|9.0|9.0|0.19|0.19|good individual splitting measurement
8988|EIL|29.6712|34.952|7.0|1.25|217|SKSac|5.0|5.0|0.21|0.21|good individual splitting measurement
8989|EIL|29.6712|34.952|8.0|1.51|217|SKSac|5.0|5.0|0.26|0.26|good individual splitting measurement
8990|EIL|29.6712|34.952|358.0|0.68|217|SKSac|10.0|10.0|0.25|0.25|good individual splitting measurement
8991|EIL|29.6712|34.952|6.0|1.31|217|SKSac|5.0|5.0|0.2|0.2|good individual splitting measurement
8992|EIL|29.6712|34.952|358.0|0.75|217|SKKSac|6.0|6.0|0.24|0.24|good individual splitting measurement
8993|EIL|29.6712|34.952|354.0|0.8|217|SKSac|5.0|5.0|0.2|0.2|good individual splitting measurement
8994|HRFI|30.0364|35.037|350.0|0.56|217|SKSac|16.0|16.0|0.29|0.29|fair individual splitting measurement
8995|HRFI|30.0364|35.037|4.0|0.71|217|SKSac|4.0|4.0|0.23|0.23|fair individual splitting measurement
8996|HRFI|30.0364|35.037|359.0|0.73|217|SKSac|5.0|5.0|0.24|0.24|good individual splitting measurement
